"Serial"	"datetime"	"MachNo"	"MagazineNo"	"Curvature_1"	"Curvature_2"	"Tilt_1"	"Tilt_2"	"ProcNo"	"LotNo"
202203190716384	2022-03-01 10:31:29	"A1"	7220220317153649	0.51	0.62	0.028516827	2.009175761	"14A"	"ax4"
202203190716276	2022-03-01 10:31:31	"99"	7220220317153649	0.84	0.18	0.209059765	2.821167605	"9A"	"ax5"
202203190716350	2022-03-01 10:34:10	"A6"	7220220317153649	0.89	0.39	0.269273906	0.611588373	"15A"	"ax3"
202203190716302	2022-03-01 10:54:09	"98"	7220220317153649	0.89	0.14	0.268945394	0.037585383	"11A"	"ax5"
202203190716336	2022-03-01 11:01:10	"A5"	7220220317153649	0.89	0.53	0.269199242	2.857048049	"9A"	"ax3"
202203190716359	2022-03-01 11:05:43	"A7"	7220220317153649	0.9	0.3	0.268556192	1.393941219	"12A"	"ax5"
202203190716386	2022-03-01 11:12:40	"A1"	7220220317153649	0.9	0.4	0.269839814	1.767488618	"11A"	"ax3"
202203190716311	2022-03-01 11:17:19	"A7"	7220220317153649	0.9	0.58	0.270191572	1.409517245	"9A"	"ax4"
202203190716312	2022-03-01 11:19:30	"A7"	7220220317153649	0.84	0.47	0.329023539	4.513215593	"9A"	"ax5"
202203190716288	2022-03-01 11:26:09	"99"	7220220317153649	0.9	0.55	0.264103446	4.36303435	"10A"	"ax5"
202203190716385	2022-03-01 11:26:33	"A1"	7220220317153649	0.9	0.1	0.270018596	3.631954146	"13A"	"ax5"
202203190716338	2022-03-01 11:26:45	"A5"	7220220317153649	1.45	0.07	2.588859757	3.770337343	"12A"	"ax5"
202203190716263	2022-03-01 11:28:43	"99"	7220220317153649	0.91	0.63	0.247168967	2.603665925	"9A"	"ax5"
202203190716264	2022-03-01 11:29:31	"A0"	7220220317153649	0.91	0.75	0.249266807	2.650629843	"15A"	"ax4"
202203190716361	2022-03-01 11:32:13	"A7"	7220220317153649	1.32	0.08	1.038260315	3.784518342	"8A"	"ax2"
202203190716373	2022-03-01 11:32:34	"A4"	7220220317153649	1.28	0.18	1.22546717	3.184950728	"9A"	"ax5"
202203190716337	2022-03-01 11:32:46	"A5"	7220220317153649	0.9	0.56	0.265691871	3.895426337	"11A"	"ax2"
202203190716290	2022-03-01 11:34:08	"A0"	7220220317153649	0.91	0.12	0.263088932	1.338644022	"10A"	"ax3"
202203190716289	2022-03-01 11:41:08	"A0"	7220220317153649	1.25	0.36	2.447391897	4.538023549	"10A"	"ax3"
202203190716313	2022-03-01 11:47:57	"A7"	7220220317153649	0.91	0.53	0.261764819	2.929208321	"13A"	"ax5"
202203190716400	2022-03-01 11:48:34	"A1"	7220220317153649	0.9	0.05	0.270577089	0.114506806	"9A"	"ax5"
202203190716352	2022-03-01 12:17:59	"A5"	7220220317153649	1.07	0.43	0.067369496	3.102130083	"11A"	"ax4"
202203190716277	2022-03-01 12:21:08	"A0"	7220220317153649	0.77	0.16	1.889659397	0.196376299	"15A"	"ax3"
202203190716399	2022-03-01 12:22:19	"A1"	7220220317153649	0.72	1.16	0.58990667	4.099913447	"9A"	"ax5"
202203190716265	2022-03-01 12:35:30	"99"	7220220317153649	0.67	1.08	3.011888306	3.563668814	"11A"	"ax4"
202203190716308	2022-03-01 12:39:49	"A8"	7220220317153649	0.99	0.79	4.853207654	3.042276956	"11A"	"ax3"
202203190716375	2022-03-01 12:50:49	"A3"	7220220317153649	0.25	0.43	0.53053556	0.879054857	"15A"	"ax3"
202203190716374	2022-03-01 13:06:20	"A4"	7220220317153649	0.13	1.06	1.46399648	2.797452012	"11A"	"ax3"
202203190716351	2022-03-01 13:15:47	"A5"	7220220317153649	0.54	1.08	1.422371995	5.21344843	"10A"	"ax3"
202203190716326	2022-03-01 13:28:20	"A8"	7220220317153649	0.67	0.75	0.019593951	2.52267823	"11A"	"ax3"
202203190716294	2022-03-01 13:28:20	"98"	7220220317153649	0.76	1.27	2.025554548	0.446425015	"10A"	"ax4"
202203190716318	2022-03-01 13:33:41	"A6"	7220220317153649	0.53	0.74	3.638862609	2.927513385	"10A"	"ax5"
202203190716392	2022-03-01 13:33:55	"A5"	7220220317153649	0.87	1.41	4.771522497	5.648353238	"12A"	"ax4"
202203190716344	2022-03-01 13:38:00	"A7"	7220220317153649	0.28	0.5	2.191117424	2.291579832	"13A"	"ax5"
202203190716362	2022-03-01 13:39:20	"A7"	7220220317153649	0.4	1.05	1.994693586	3.946093574	"10A"	"ax5"
202203190716278	2022-03-01 13:40:06	"97"	7220220317153649	0.21	1.08	1.494830802	1.619961602	"10A"	"ax2"
202203190716270	2022-03-01 13:42:59	"98"	7220220317153649	0.55	1.27	2.043234668	2.653461061	"15A"	"ax4"
202203190716343	2022-03-01 13:49:20	"A7"	7220220317153649	1.3	0.42	0.579735028	2.94071724	"9A"	"ax5"
202203190716296	2022-03-01 13:50:12	"A0"	7220220317153649	0.9	0.03	0.272679314	0.285712529	"13A"	"ax5"
202203190716314	2022-03-01 13:55:07	"A7"	7220220317153649	0.9	0.08	0.271061796	2.096662189	"9A"	"ax5"
202203190716266	2022-03-01 13:56:19	"A0"	7220220317153649	0.9	0.39	0.28186726	2.86435041	"12A"	"ax4"
202203190716295	2022-03-01 13:58:41	"99"	7220220317153649	0.78	0.78	0.799967499	3.607792158	"12A"	"ax4"
202203190716367	2022-03-01 14:03:16	"A1"	7220220317153649	0.53	1.11	1.687219296	2.172538069	"11A"	"ax5"
202203190716249	2022-03-01 14:03:23	"98"	7220220317153649	0.48	0.7	1.58412157	3.129907051	"15A"	"ax4"
202203190716201	2022-03-01 14:19:05	"98"	7220220317153649	0.59	1.52	5.133129868	5.626053997	"15A"	"ax3"
202203190716376	2022-03-01 14:21:51	"A3"	7220220317153649	0.67	0.52	1.760598517	3.220089093	"13A"	"ax3"
202203190716250	2022-03-01 14:24:06	"99"	7220220317153649	0.25	1.1	0.290118655	0.963972528	"10A"	"ax4"
202203190716319	2022-03-01 14:28:18	"A5"	7220220317153649	0.22	1.19	2.27063063	1.459997144	"13A"	"ax5"
202203190716271	2022-03-01 14:30:38	"A0"	7220220317153649	0.66	1.29	4.125181386	2.579010894	"13A"	"ax4"
202203190716284	2022-03-01 14:34:12	"99"	7220220317153649	0.37	0.6	1.469373936	1.013329348	"9A"	"ax2"
202203190716328	2022-03-01 14:34:38	"A7"	7220220317153649	0.32	0.76	0.872811541	1.344615781	"13A"	"ax5"
202203190716202	2022-03-01 14:57:34	"99"	7220220317153649	0.94	0.88	0.961336356	2.465012743	"9A"	"ax3"
202203190716152	2022-03-01 15:05:55	"94"	7220220317153649	0.57	0.99	2.827784938	3.012053584	"9A"	"ax2"
202203190716153	2022-03-01 15:06:36	"93"	7220220317153649	0.85	0.92	4.522907244	2.484907142	"11A"	"ax3"
202203190716368	2022-03-01 15:07:01	"A1"	7220220317153649	0.6	0.74	1.272078115	1.937442609	"9A"	"ax3"
202203190716225	2022-03-01 15:09:51	"97"	7220220317153649	0.32	0.95	1.260992294	4.174134511	"14A"	"ax3"
202203190716176	2022-03-01 15:14:39	"98"	7220220317153649	1.58	1.57	3.203642133	5.036237775	"14A"	"ax4"
202203190716320	2022-03-01 15:17:19	"A5"	7220220317153649	2.31	1.08	2.603648434	1.292088256	"9A"	"ax5"
202203190716251	2022-03-01 15:18:01	"97"	7220220317153649	0.9	0.19	0.270971152	1.592953561	"14A"	"ax4"
202203190716237	2022-03-01 15:18:35	"99"	7220220317153649	0.9	0.44	0.271688387	1.808875989	"10A"	"ax5"
202203190716203	2022-03-01 15:23:23	"97"	7220220317153649	0.9	0.5	0.269565002	3.050965442	"9A"	"ax5"
202203190716189	2022-03-01 15:28:12	"99"	7220220317153649	0.9	0.72	0.269730799	0.790645402	"10A"	"ax2"
202203190716272	2022-03-01 15:31:07	"97"	7220220317153649	0.9	0.1	0.2715347	1.84053214	"11A"	"ax2"
202203190716128	2022-03-01 15:31:50	"93"	7220220317153649	0.9	0.28	0.276094749	3.084481461	"11A"	"ax5"
202203190716140	2022-03-01 15:34:48	"96"	7220220317153649	0.9	0.45	0.270173704	3.106784271	"14A"	"ax4"
202203190716154	2022-03-01 15:36:59	"96"	7220220317153649	0.64	0.46	0.047962378	3.020673008	"12A"	"ax4"
202203190716226	2022-03-01 15:43:58	"98"	7220220317153649	0.9	0.02	0.272835234	0.414022746	"14A"	"ax3"
202203190716213	2022-03-01 15:47:54	"97"	7220220317153649	0.47	1.23	2.466058318	3.277447579	"9A"	"ax5"
202203190716164	2022-03-01 15:51:08	"A0"	7220220317153649	0.9	0.31	0.269585419	2.829242299	"11A"	"ax5"
202203190716178	2022-03-01 15:51:58	"99"	7220220317153649	0.68	1.04	2.161485782	3.558350943	"14A"	"ax3"
202203190716239	2022-03-01 15:51:59	"98"	7220220317153649	0.9	0.25	0.273171044	1.789419574	"13A"	"ax4"
202203190716238	2022-03-01 15:53:27	"A0"	7220220317153649	0.1	0.81	0.534390783	2.894203569	"15A"	"ax3"
202203190716190	2022-03-01 15:56:09	"97"	7220220317153649	0.9	0.77	0.267207927	3.614947919	"12A"	"ax4"
202203190716191	2022-03-01 15:57:21	"A0"	7220220317153649	0.45	0.56	0.438352562	2.377965739	"13A"	"ax4"
202203190716129	2022-03-01 16:02:18	"96"	7220220317153649	0.79	0.45	2.356029743	4.491378617	"12A"	"ax5"
202203190716116	2022-03-01 16:09:07	"94"	7220220317153649	0.48	1.08	3.003786648	5.502010684	"11A"	"ax2"
202203190716227	2022-03-01 16:09:38	"98"	7220220317153649	0.9	0.11	0.266864974	3.54981241	"11A"	"ax5"
202203190716303	2022-03-01 16:09:43	"99"	7220220317153649	0.56	0.76	0.368859827	1.187165816	"11A"	"ax5"
202203190716214	2022-03-01 16:16:45	"98"	7220220317153649	1.25	0.82	1.001386804	7.206566839	"9A"	"ax2"
202203190716401	2022-03-01 16:20:25	"A1"	7220220317153649	0.16	0.98	3.804701705	2.976889667	"8A"	"ax5"
202203190716327	2022-03-01 16:20:54	"A7"	7220220317153649	0.93	0.88	0.305008077	6.16659743	"8A"	"ax5"
202203190716179	2022-03-01 16:26:39	"99"	7220220317153649	0.26	1	1.211680679	6.32623383	"14A"	"ax4"
202203190716387	2022-03-01 16:26:51	"A4"	7220220317153649	0.31	0.89	5.287071464	2.526666987	"14A"	"ax3"
202203190716130	2022-03-01 16:29:22	"95"	7220220317153649	0.46	0.67	2.159243046	3.089341592	"11A"	"ax5"
202203190716339	2022-03-01 16:32:22	"A8"	7220220317153649	0.66	0.8	1.940069525	1.935860636	"11A"	"ax5"
202203190716279	2022-03-01 16:32:35	"98"	7220220317153649	0.84	0.82	4.828193907	3.597120836	"13A"	"ax4"
202203190716353	2022-03-01 16:35:46	"A5"	7220220317153649	0.01	0.57	0.198907558	0.414334229	"12A"	"ax5"
202203190716215	2022-03-01 16:40:07	"A0"	7220220317153649	0.02	0.45	1.270599443	1.272795725	"9A"	"ax5"
202203190716291	2022-03-01 16:40:31	"98"	7220220317153649	0.9	0.32	0.265567115	1.659941542	"11A"	"ax5"
202203190716363	2022-03-01 16:40:36	"A6"	7220220317153649	0.62	1.12	5.698885202	5.081335812	"12A"	"ax4"
202203190716305	2022-03-01 16:42:04	"99"	7220220317153649	0.9	0.2	0.271820765	0.25156722	"9A"	"ax4"
202203190716389	2022-03-01 16:45:14	"A4"	7220220317153649	0.32	0.8	1.580178689	0.958999983	"11A"	"ax5"
202203190716315	2022-03-01 16:55:18	"A6"	7220220317153649	0.91	0.27	0.261543795	3.095848321	"14A"	"ax5"
202203190716166	2022-03-01 16:56:27	"97"	7220220317153649	0.58	0.82	1.999525246	3.964679486	"10A"	"ax4"
202203190716388	2022-03-01 16:58:01	"A4"	7220220317153649	0.91	0.29	0.269500292	3.411983377	"14A"	"ax5"
202203190716280	2022-03-01 17:11:36	"99"	7220220317153649	0.58	0.7	0.336399846	2.343582916	"13A"	"ax3"
202203190716340	2022-03-01 17:20:25	"A8"	7220220317153649	0.9	0.34	0.271029589	2.034568842	"10A"	"ax2"
202203190716267	2022-03-01 17:26:27	"98"	7220220317153649	0.13	0.69	1.924100665	2.123410612	"9A"	"ax5"
202203190716341	2022-03-01 17:26:40	"A8"	7220220317153649	0.29	0.2	3.094319159	1.54536191	"15A"	"ax3"
202203190716293	2022-03-01 17:27:05	"97"	7220220317153649	0.43	1.06	0.200939333	4.406356369	"10A"	"ax5"
202203190716377	2022-03-01 17:37:29	"A3"	7220220317153649	0.9	0.26	0.26968413	0.713636553	"15A"	"ax3"
