datetime	product_no	lot_no	serial_no	judgement	logstring
2023-01-01T12:35:11	pn0022	0312	DNpn00220123027	OK	02,DNpn00220123027_inspection_image.bmp,
2023-01-01T12:37:06	pn0022	0312	DNpn00220123028		
2023-01-01T12:38:20	pn0022	0312	DNpn00220123029	NG	02,DNpn00220123029_inspection_image.bmp,Scratch,381,335,Dent,555,372,Dust,921,361,Dust,437,418
2023-01-01T12:39:56	pn0022	0312	DNpn00220123030	OK	02,DNpn00220123030_inspection_image.bmp,
2023-01-01T12:40:38	pn0022	0312	DNpn00220123031	OK	02,DNpn00220123031_inspection_image.bmp,
2023-01-01T12:40:57	pn0022	0312	DNpn00220123032		
2023-01-01T12:41:06	pn0022	0312	DNpn00220123033	NG	02,DNpn00220123033_inspection_image.bmp,Scratch,454,457
2023-01-01T12:41:23	pn0022	0312	DNpn00220123034	OK	02,DNpn00220123034_inspection_image.bmp,
2023-01-01T12:42:40	pn0022	0312	DNpn00220123035	NG	02,DNpn00220123035_inspection_image.bmp,Dent,462,360,Scratch,920,394
2023-01-01T12:42:51	pn0022	0312	DNpn00220123036	NG	02,DNpn00220123036_inspection_image.bmp,Scratch,295,342,Scratch,184,433
2023-01-01T12:45:17	pn0022	0312	DNpn00220123037	OK	02,DNpn00220123037_inspection_image.bmp,
2023-01-01T12:46:04	pn0022	0312	DNpn00220123038	NG	02,DNpn00220123038_inspection_image.bmp,Scratch,648,364,Crack,645,341
2023-01-01T12:47:51	pn0022	0312	DNpn00220123039		
2023-01-01T12:48:02	pn0022	0312	DNpn00220123040	OK	02,DNpn00220123040_inspection_image.bmp,
2023-01-01T12:49:09	pn0022	0312	DNpn00220123041	NG	02,DNpn00220123041_inspection_image.bmp,Dent,519,439,Scratch,212,436,Dent,174,416
2023-01-01T12:49:21	pn0022	0312	DNpn00220123042	NG	02,DNpn00220123042_inspection_image.bmp,Crack,720,385,Dent,858,342,Dent,585,445,Dust,243,377,Dust,584,563,Dent,609,523
2023-01-01T12:52:00	pn0022	0312	DNpn00220123043	NG	02,DNpn00220123043_inspection_image.bmp,Dust,733,371,Scratch,714,404
2023-01-01T12:53:03	pn0022	0312	DNpn00220123044	OK	02,DNpn00220123044_inspection_image.bmp,
2023-01-01T12:55:06	pn0022	0312	DNpn00220123045	OK	02,DNpn00220123045_inspection_image.bmp,
2023-01-01T12:55:33	pn0022	0312	DNpn00220123046	OK	02,DNpn00220123046_inspection_image.bmp,
2023-01-01T12:58:04	pn0022	0312	DNpn00220123047	OK	02,DNpn00220123047_inspection_image.bmp,
2023-01-01T12:58:33	pn0022	0312	DNpn00220123048		
2023-01-01T12:59:50	pn0022	0312	DNpn00220123049	OK	02,DNpn00220123049_inspection_image.bmp,
2023-01-01T12:59:58	pn0022	0312	DNpn00220123050	NG	02,DNpn00220123050_inspection_image.bmp,Dust,367,329,Crack,202,295
2023-01-01T13:00:00	pn0022	0312	DNpn00220123051	NG	02,DNpn00220123051_inspection_image.bmp,Crack,196,439,Dust,517,282
2023-01-01T13:01:33	pn0022	0312	DNpn00220123052		
2023-01-01T13:02:11	pn0022	0312	DNpn00220123053	OK	02,DNpn00220123053_inspection_image.bmp,
2023-01-01T13:02:44	pn0022	0312	DNpn00220123054	NG	02,DNpn00220123054_inspection_image.bmp,Scratch,283,350
2023-01-01T13:03:51	pn0022	0312	DNpn00220123055		
2023-01-01T13:04:12	pn0022	0312	DNpn00220123056	OK	02,DNpn00220123056_inspection_image.bmp,
2023-01-01T13:04:58	pn0022	0312	DNpn00220123057		
2023-01-01T13:05:18	pn0022	0312	DNpn00220123058	NG	02,DNpn00220123058_inspection_image.bmp,Crack,608,528,Dust,283,338,Dust,141,416
2023-01-01T13:06:04	pn0022	0312	DNpn00220123059	NG	02,DNpn00220123059_inspection_image.bmp,Dent,278,453
2023-01-01T13:06:27	pn0022	0312	DNpn00220123060		
2023-01-01T13:08:05	pn0022	0312	DNpn00220123061	NG	02,DNpn00220123061_inspection_image.bmp,Dust,449,439,Scratch,487,346
2023-01-01T13:08:07	pn0022	0312	DNpn00220123062	OK	02,DNpn00220123062_inspection_image.bmp,
2023-01-01T13:09:45	pn0022	0312	DNpn00220123063		
2023-01-01T13:11:14	pn0022	0312	DNpn00220123064		
2023-01-01T13:14:25	pn0022	0312	DNpn00220123065	NG	02,DNpn00220123065_inspection_image.bmp,Crack,637,238
2023-01-01T13:14:26	pn0022	0312	DNpn00220123066	NG	02,DNpn00220123066_inspection_image.bmp,Crack,311,343,Crack,583,453,Dent,734,301
2023-01-01T13:15:18	pn0022	0312	DNpn00220123067	OK	02,DNpn00220123067_inspection_image.bmp,
2023-01-01T13:16:36	pn0022	0312	DNpn00220123068	NG	02,DNpn00220123068_inspection_image.bmp,Dent,685,326,Crack,555,494,Crack,728,356
2023-01-01T13:20:56	pn0022	0312	DNpn00220123069	NG	02,DNpn00220123069_inspection_image.bmp,Crack,473,420,Scratch,686,330,Scratch,669,330
2023-01-01T13:22:31	pn0022	0312	DNpn00220123070	OK	02,DNpn00220123070_inspection_image.bmp,
2023-01-01T13:23:08	pn0022	0312	DNpn00220123071	NG	02,DNpn00220123071_inspection_image.bmp,Dent,572,578
2023-01-01T13:23:54	pn0022	0312	DNpn00220123072	OK	02,DNpn00220123072_inspection_image.bmp,
2023-01-01T13:24:01	pn0022	0312	DNpn00220123073	OK	02,DNpn00220123073_inspection_image.bmp,
2023-01-01T13:24:59	pn0022	0312	DNpn00220123074	NG	02,DNpn00220123074_inspection_image.bmp,Scratch,357,430,Crack,764,425
2023-01-01T13:25:19	pn0022	0312	DNpn00220123075		
2023-01-01T13:26:05	pn0022	0312	DNpn00220123076	OK	02,DNpn00220123076_inspection_image.bmp,
2023-01-01T13:28:14	pn0022	0312	DNpn00220123077	OK	
2023-01-01T13:28:51	pn0022	0312	DNpn00220123078	NG	02,DNpn00220123078_inspection_image.bmp,Dust,612,583,Dent,405,421
2023-01-01T13:29:44	pn0022	0312	DNpn00220123079		
2023-01-01T13:29:46	pn0022	0312	DNpn00220123080	NG	02,DNpn00220123080_inspection_image.bmp,Scratch,290,452,Crack,705,299
2023-01-01T13:33:23	pn0022	0312	DNpn00220123081	NG	02,DNpn00220123081_inspection_image.bmp,Crack,265,363
2023-01-01T13:33:31	pn0022	0312	DNpn00220123082	NG	02,DNpn00220123082_inspection_image.bmp,Dust,696,447,Dust,492,279
2023-01-01T13:34:27	pn0022	0312	DNpn00220123083	OK	02,DNpn00220123083_inspection_image.bmp,
2023-01-01T13:34:45	pn0022	0312	DNpn00220123084		
2023-01-01T13:34:51	pn0022	0312	DNpn00220123085	OK	02,DNpn00220123085_inspection_image.bmp,
2023-01-01T13:35:21	pn0022	0312	DNpn00220123086		
2023-01-01T13:37:07	pn0022	0312	DNpn00220123087		
2023-01-01T13:37:42	pn0022	0312	DNpn00220123088	NG	02,DNpn00220123088_inspection_image.bmp,Dust,519,384,Dust,574,387,Dent,632,384,Dust,616,423,Crack,663,445,Dent,631,282
2023-01-01T13:38:49	pn0022	0312	DNpn00220123089		
2023-01-01T13:39:33	pn0022	0312	DNpn00220123090	NG	02,DNpn00220123090_inspection_image.bmp,Crack,802,325,Dent,321,454
2023-01-01T13:41:08	pn0022	0312	DNpn00220123091	OK	02,DNpn00220123091_inspection_image.bmp,
2023-01-01T13:41:59	pn0022	0312	DNpn00220123092		
2023-01-01T13:42:25	pn0022	0312	DNpn00220123093	OK	02,DNpn00220123093_inspection_image.bmp,
2023-01-01T13:43:19	pn0022	0312	DNpn00220123094	OK	02,DNpn00220123094_inspection_image.bmp,
2023-01-01T13:46:12	pn0022	0312	DNpn00220123095	NG	02,DNpn00220123095_inspection_image.bmp,Dust,723,404,Dust,738,329,Crack,426,409
2023-01-01T13:46:42	pn0022	0312	DNpn00220123096	NG	02,DNpn00220123096_inspection_image.bmp,Dust,449,308,Scratch,450,296
2023-01-01T13:46:54	pn0022	0312	DNpn00220123097	OK	02,DNpn00220123097_inspection_image.bmp,
2023-01-01T13:47:55	pn0022	0312	DNpn00220123098	OK	02,DNpn00220123098_inspection_image.bmp,
2023-01-01T13:48:38	pn0022	0312	DNpn00220123099	NG	02,DNpn00220123099_inspection_image.bmp,Dust,505,325
2023-01-01T13:50:47	pn0022	0312	DNpn00220123100	NG	02,DNpn00220123100_inspection_image.bmp,Dust,361,373,Dent,751,311,Crack,444,298,Dust,501,348,Dust,223,284
2023-01-01T13:50:49	pn0022	0312	DNpn00220123101	OK	02,DNpn00220123101_inspection_image.bmp,
2023-01-01T13:56:56	pn0022	0312	DNpn00220123102	OK	02,DNpn00220123102_inspection_image.bmp,
2023-01-01T13:57:46	pn0022	0312	DNpn00220123103	OK	02,DNpn00220123103_inspection_image.bmp,
2023-01-01T13:58:27	pn0022	0312	DNpn00220123104	NG	02,DNpn00220123104_inspection_image.bmp,Dent,584,257
2023-01-01T13:58:52	pn0022	0312	DNpn00220123105		
2023-01-01T13:59:37	pn0022	0312	DNpn00220123106	NG	02,DNpn00220123106_inspection_image.bmp,Dust,714,398,Dust,691,328,Dent,180,290,Dent,243,410,Dent,116,380,Dent,496,415
2023-01-01T13:59:42	pn0022	0312	DNpn00220123107	NG	02,DNpn00220123107_inspection_image.bmp,Crack,620,158,Scratch,121,376,Dent,424,342,Dust,308,456,Crack,686,392,Dust,283,338
2023-01-01T14:00:54	pn0022	0312	DNpn00220123108	OK	02,DNpn00220123108_inspection_image.bmp,
2023-01-01T14:01:02	pn0022	0312	DNpn00220123109	NG	02,DNpn00220123109_inspection_image.bmp,Crack,194,327
2023-01-01T14:05:40	pn0022	0312	DNpn00220123110	OK	02,DNpn00220123110_inspection_image.bmp,
2023-01-01T14:08:30	pn0022	0312	DNpn00220123111		
2023-01-01T14:09:16	pn0022	0312	DNpn00220123112	NG	02,DNpn00220123112_inspection_image.bmp,Dust,390,331
2023-01-01T14:10:55	pn0022	0312	DNpn00220123113	NG	02,DNpn00220123113_inspection_image.bmp,Scratch,458,363,Crack,735,386,Dust,524,395,Crack,560,567
2023-01-01T14:11:34	pn0022	0312	DNpn00220123114	NG	02,DNpn00220123114_inspection_image.bmp,Crack,738,428,Dust,189,330
2023-01-01T14:13:01	pn0022	0312	DNpn00220123115	NG	02,DNpn00220123115_inspection_image.bmp,Scratch,548,323,Crack,590,250
2023-01-01T14:15:26	pn0022	0312	DNpn00220123116	NG	02,DNpn00220123116_inspection_image.bmp,Crack,885,384,Dent,599,363
2023-01-01T14:16:39	pn0022	0312	DNpn00220123117	NG	02,DNpn00220123117_inspection_image.bmp,Dent,217,383,Crack,601,280,Crack,408,352
2023-01-01T14:16:48	pn0022	0312	DNpn00220123118	NG	02,DNpn00220123118_inspection_image.bmp,Crack,536,370,Scratch,333,388
2023-01-01T14:18:27	pn0022	0312	DNpn00220123119	NG	02,DNpn00220123119_inspection_image.bmp,Dust,348,406,Dust,721,453,Scratch,229,282,Crack,590,231
2023-01-01T14:18:46	pn0022	0312	DNpn00220123120	NG	02,DNpn00220123120_inspection_image.bmp,Dust,915,377,Dust,581,492
2023-01-01T14:19:16	pn0022	0312	DNpn00220123121	OK	02,DNpn00220123121_inspection_image.bmp,
2023-01-01T14:19:24	pn0022	0312	DNpn00220123122	OK	02,DNpn00220123122_inspection_image.bmp,
2023-01-01T14:20:39	pn0022	0312	DNpn00220123123		
2023-01-01T14:22:05	pn0022	0312	DNpn00220123124	NG	02,DNpn00220123124_inspection_image.bmp,Dust,293,440,Scratch,654,300,Crack,514,279,Crack,595,170,Dust,564,487,Dent,244,377
2023-01-01T14:22:21	pn0022	0312	DNpn00220123125	NG	02,DNpn00220123125_inspection_image.bmp,Scratch,726,457,Crack,601,513,Dust,385,383,Crack,194,398,Scratch,579,357
2023-01-01T14:23:52	pn0022	0312	DNpn00220123126	NG	02,DNpn00220123126_inspection_image.bmp,Dent,868,375
2023-01-01T14:24:31	pn0022	0312	DNpn00220123127	NG	02,DNpn00220123127_inspection_image.bmp,Scratch,185,397,Dust,165,365,Dent,160,298,Dust,410,404,Dent,502,361,Scratch,200,408
2023-01-01T14:27:59	pn0022	0312	DNpn00220123128	OK	02,DNpn00220123128_inspection_image.bmp,
2023-01-01T14:28:03	pn0022	0312	DNpn00220123129	OK	02,DNpn00220123129_inspection_image.bmp,
2023-01-01T14:33:05	pn0022	0312	DNpn00220123130	NG	02,DNpn00220123130_inspection_image.bmp,Dust,637,274,Scratch,272,305,Crack,537,318,Dust,433,388,Scratch,439,306,Dust,319,389
2023-01-01T14:33:13	pn0022	0312	DNpn00220123131	OK	02,DNpn00220123131_inspection_image.bmp,
2023-01-01T14:33:14	pn0022	0312	DNpn00220123132	NG	02,DNpn00220123132_inspection_image.bmp,Dent,641,297,Dent,916,414,Dust,367,435
2023-01-01T14:34:58	pn0022	0312	DNpn00220123133	NG	02,DNpn00220123133_inspection_image.bmp,Crack,773,443,Scratch,592,274,Scratch,184,439
2023-01-01T14:35:25	pn0022	0312	DNpn00220123134	OK	02,DNpn00220123134_inspection_image.bmp,
2023-01-01T14:36:54	pn0022	0312	DNpn00220123135	OK	02,DNpn00220123135_inspection_image.bmp,
2023-01-01T14:37:06	pn0022	0312	DNpn00220123136	OK	02,DNpn00220123136_inspection_image.bmp,
2023-01-01T14:38:44	pn0022	0312	DNpn00220123137	OK	02,DNpn00220123137_inspection_image.bmp,
2023-01-01T14:38:44	pn0022	0312	DNpn00220123138	NG	02,DNpn00220123138_inspection_image.bmp,Crack,296,427
2023-01-01T14:40:20	pn0022	0312	DNpn00220123139	NG	02,DNpn00220123139_inspection_image.bmp,Scratch,885,395,Scratch,261,444
2023-01-01T14:41:29	pn0022	0312	DNpn00220123140		
2023-01-01T14:42:00	pn0022	0312	DNpn00220123141	OK	02,DNpn00220123141_inspection_image.bmp,
2023-01-01T14:42:58	pn0022	0312	DNpn00220123142		
2023-01-01T14:43:57	pn0022	0312	DNpn00220123143		
2023-01-01T14:45:24	pn0022	0312	DNpn00220123144	NG	02,DNpn00220123144_inspection_image.bmp,Scratch,669,465
2023-01-01T14:46:40	pn0022	0312	DNpn00220123145	OK	02,DNpn00220123145_inspection_image.bmp,
2023-01-01T14:47:26	pn0022	0312	DNpn00220123146	OK	02,DNpn00220123146_inspection_image.bmp,
2023-01-01T14:49:11	pn0022	0312	DNpn00220123147	OK	02,DNpn00220123147_inspection_image.bmp,
2023-01-01T14:51:49	pn0022	0312	DNpn00220123148	OK	02,DNpn00220123148_inspection_image.bmp,
2023-01-01T14:52:23	pn0022	0312	DNpn00220123149	NG	02,DNpn00220123149_inspection_image.bmp,Dust,483,299,Dust,415,372,Dust,726,338,Dent,369,342
2023-01-01T14:54:58	pn0022	0312	DNpn00220123150	NG	02,DNpn00220123150_inspection_image.bmp,Dent,246,366
2023-01-01T14:55:26	pn0022	0312	DNpn00220123151		
2023-01-01T14:57:28	pn0022	0312	DNpn00220123152	NG	02,DNpn00220123152_inspection_image.bmp,Scratch,539,381
2023-01-01T14:59:12	pn0022	0312	DNpn00220123153	NG	02,DNpn00220123153_inspection_image.bmp,Scratch,645,242,Dust,609,330,Dent,457,314
2023-01-01T15:01:56	pn0022	0312	DNpn00220123154	OK	02,DNpn00220123154_inspection_image.bmp,
2023-01-01T15:04:44	pn0022	0312	DNpn00220123155		
2023-01-01T15:05:08	pn0022	0312	DNpn00220123156	OK	02,DNpn00220123156_inspection_image.bmp,
2023-01-01T15:07:05	pn0022	0312	DNpn00220123157	NG	02,DNpn00220123157_inspection_image.bmp,Dent,701,392
2023-01-01T15:07:21	pn0022	0312	DNpn00220123158	NG	02,DNpn00220123158_inspection_image.bmp,Dent,682,367,Crack,588,493,Dent,451,415
2023-01-01T15:07:34	pn0022	0312	DNpn00220123159	NG	02,DNpn00220123159_inspection_image.bmp,Dust,193,414,Scratch,489,357
2023-01-01T15:09:26	pn0022	0312	DNpn00220123160		
2023-01-01T15:10:44	pn0022	0312	DNpn00220123161	OK	02,DNpn00220123161_inspection_image.bmp,
2023-01-01T15:12:56	pn0022	0312	DNpn00220123162	OK	02,DNpn00220123162_inspection_image.bmp,
2023-01-01T15:15:08	pn0022	0312	DNpn00220123163		
2023-01-01T15:15:28	pn0022	0312	DNpn00220123164	OK	02,DNpn00220123164_inspection_image.bmp,
2023-01-01T15:15:29	pn0022	0312	DNpn00220123165	NG	02,DNpn00220123165_inspection_image.bmp,Scratch,180,376
2023-01-01T15:16:28	pn0022	0312	DNpn00220123166	OK	02,DNpn00220123166_inspection_image.bmp,
2023-01-01T15:16:46	pn0022	0312	DNpn00220123167	NG	02,DNpn00220123167_inspection_image.bmp,Dent,765,342
2023-01-01T15:17:28	pn0022	0312	DNpn00220123168	OK	02,DNpn00220123168_inspection_image.bmp,
2023-01-01T15:18:12	pn0022	0312	DNpn00220123169		
2023-01-01T15:20:12	pn0022	0312	DNpn00220123170		
2023-01-01T15:20:44	pn0022	0312	DNpn00220123171	OK	02,DNpn00220123171_inspection_image.bmp,
2023-01-01T15:22:02	pn0022	0312	DNpn00220123172		
2023-01-01T15:22:31	pn0022	0312	DNpn00220123173	OK	02,DNpn00220123173_inspection_image.bmp,
2023-01-01T15:23:26	pn0022	0312	DNpn00220123174	NG	02,DNpn00220123174_inspection_image.bmp,Scratch,244,394,Scratch,562,427
2023-01-01T15:26:27	pn0022	0312	DNpn00220123175	OK	
2023-01-01T15:27:02	pn0022	0312	DNpn00220123176	OK	02,DNpn00220123176_inspection_image.bmp,
2023-01-01T15:27:27	pn0022	0312	DNpn00220123177	OK	02,DNpn00220123177_inspection_image.bmp,
2023-01-01T15:28:46	pn0022	0312	DNpn00220123178	NG	02,DNpn00220123178_inspection_image.bmp,Dent,735,403
2023-01-01T15:29:03	pn0022	0312	DNpn00220123179	OK	02,DNpn00220123179_inspection_image.bmp,
2023-01-01T15:33:56	pn0022	0312	DNpn00220123180		
2023-01-01T15:34:28	pn0022	0312	DNpn00220123181	NG	02,DNpn00220123181_inspection_image.bmp,Crack,197,378
2023-01-01T15:34:55	pn0022	0312	DNpn00220123182	NG	02,DNpn00220123182_inspection_image.bmp,Scratch,559,287,Crack,521,351,Dent,410,309,Scratch,240,428,Scratch,595,525
2023-01-01T15:37:30	pn0022	0312	DNpn00220123183	NG	02,DNpn00220123183_inspection_image.bmp,Scratch,685,427,Crack,679,347
2023-01-01T15:39:07	pn0022	0312	DNpn00220123184	OK	02,DNpn00220123184_inspection_image.bmp,
2023-01-01T15:39:31	pn0022	0312	DNpn00220123185		
2023-01-01T15:40:06	pn0022	0312	DNpn00220123186	NG	02,DNpn00220123186_inspection_image.bmp,Dust,490,380,Crack,530,338,Crack,554,388,Scratch,421,294,Dust,853,392,Dent,543,440
2023-01-01T15:42:15	pn0022	0312	DNpn00220123187	OK	02,DNpn00220123187_inspection_image.bmp,
2023-01-01T15:44:50	pn0022	0312	DNpn00220123188		
2023-01-01T15:45:34	pn0022	0312	DNpn00220123189	NG	02,DNpn00220123189_inspection_image.bmp,Dust,532,356,Crack,439,363,Scratch,766,410
2023-01-01T15:48:07	pn0022	0312	DNpn00220123190		
2023-01-01T15:49:54	pn0022	0312	DNpn00220123191	OK	02,DNpn00220123191_inspection_image.bmp,
2023-01-01T15:55:26	pn0022	0312	DNpn00220123192	NG	02,DNpn00220123192_inspection_image.bmp,Scratch,431,400,Scratch,779,393,Dent,747,388,Scratch,640,372,Scratch,338,416,Dent,596,310
2023-01-01T15:57:12	pn0022	0312	DNpn00220123193	OK	02,DNpn00220123193_inspection_image.bmp,
2023-01-01T15:57:13	pn0022	0312	DNpn00220123194	NG	02,DNpn00220123194_inspection_image.bmp,Dust,168,377,Scratch,578,378,Crack,382,449
2023-01-01T15:57:39	pn0022	0312	DNpn00220123195		
2023-01-01T15:58:50	pn0022	0312	DNpn00220123196	NG	02,DNpn00220123196_inspection_image.bmp,Scratch,607,293,Scratch,456,304
2023-01-01T15:58:56	pn0022	0312	DNpn00220123197	OK	02,DNpn00220123197_inspection_image.bmp,
2023-01-01T16:01:26	pn0022	0312	DNpn00220123198	NG	02,DNpn00220123198_inspection_image.bmp,Scratch,527,384
2023-01-01T16:03:20	pn0022	0312	DNpn00220123199		
2023-01-01T16:03:38	pn0022	0312	DNpn00220123200	OK	02,DNpn00220123200_inspection_image.bmp,
2023-01-01T16:04:01	pn0022	0312	DNpn00220123201		
2023-01-01T16:04:37	pn0022	0312	DNpn00220123202	OK	02,DNpn00220123202_inspection_image.bmp,
2023-01-01T16:06:12	pn0022	0312	DNpn00220123203	NG	02,DNpn00220123203_inspection_image.bmp,Dent,352,292,Crack,506,346,Dust,573,477
2023-01-01T16:06:36	pn0022	0312	DNpn00220123204	NG	02,DNpn00220123204_inspection_image.bmp,Scratch,573,361
2023-01-01T16:07:09	pn0022	0312	DNpn00220123205	NG	02,DNpn00220123205_inspection_image.bmp,Dent,154,438,Dust,777,363,Crack,293,302,Dust,332,406,Dent,813,428
2023-01-01T16:07:47	pn0022	0312	DNpn00220123206		
2023-01-01T16:08:35	pn0022	0312	DNpn00220123207	NG	02,DNpn00220123207_inspection_image.bmp,Scratch,365,414,Crack,430,326,Scratch,900,344,Dent,388,461,Dust,842,376,Dent,523,430
2023-01-01T16:09:59	pn0022	0312	DNpn00220123208	OK	02,DNpn00220123208_inspection_image.bmp,
2023-01-01T16:13:48	pn0022	0312	DNpn00220123209	OK	02,DNpn00220123209_inspection_image.bmp,
2023-01-01T16:14:40	pn0022	0312	DNpn00220123210		
2023-01-01T16:19:14	pn0022	0312	DNpn00220123211	NG	02,DNpn00220123211_inspection_image.bmp,Crack,224,350,Dent,221,447,Dust,538,385
2023-01-01T16:19:58	pn0022	0312	DNpn00220123212	OK	02,DNpn00220123212_inspection_image.bmp,
2023-01-01T16:20:09	pn0022	0312	DNpn00220123213	OK	02,DNpn00220123213_inspection_image.bmp,
2023-01-01T16:21:03	pn0022	0312	DNpn00220123214	OK	02,DNpn00220123214_inspection_image.bmp,
2023-01-01T16:22:28	pn0022	0312	DNpn00220123215	OK	02,DNpn00220123215_inspection_image.bmp,
2023-01-01T16:22:35	pn0022	0312	DNpn00220123216	NG	02,DNpn00220123216_inspection_image.bmp,Dent,164,385,Scratch,313,416,Crack,827,350,Crack,437,283,Scratch,406,304
2023-01-01T16:24:27	pn0022	0312	DNpn00220123217	NG	02,DNpn00220123217_inspection_image.bmp,Crack,310,284,Dust,690,358
2023-01-01T16:24:48	pn0022	0312	DNpn00220123218	OK	02,DNpn00220123218_inspection_image.bmp,
2023-01-01T16:27:44	pn0022	0312	DNpn00220123219	OK	02,DNpn00220123219_inspection_image.bmp,
2023-01-01T16:29:49	pn0022	0312	DNpn00220123220	NG	02,DNpn00220123220_inspection_image.bmp,Scratch,415,398
2023-01-01T16:31:03	pn0022	0312	DNpn00220123221	NG	02,DNpn00220123221_inspection_image.bmp,Crack,782,459,Crack,111,362
2023-01-01T16:32:17	pn0022	0312	DNpn00220123222	NG	02,DNpn00220123222_inspection_image.bmp,Crack,595,346
2023-01-01T16:34:37	pn0022	0312	DNpn00220123223		
2023-01-01T16:34:42	pn0022	0312	DNpn00220123224	NG	02,DNpn00220123224_inspection_image.bmp,Crack,113,340,Dust,549,404
2023-01-01T16:37:14	pn0022	0312	DNpn00220123225	NG	02,DNpn00220123225_inspection_image.bmp,Dust,130,381
2023-01-01T16:37:28	pn0022	0312	DNpn00220123226	OK	02,DNpn00220123226_inspection_image.bmp,
2023-01-01T16:38:58	pn0022	0312	DNpn00220123227	OK	02,DNpn00220123227_inspection_image.bmp,
2023-01-01T16:39:04	pn0022	0312	DNpn00220123228	NG	02,DNpn00220123228_inspection_image.bmp,Crack,273,389,Dust,581,349,Crack,595,320,Crack,379,455
2023-01-01T16:40:20	pn0022	0312	DNpn00220123229	OK	02,DNpn00220123229_inspection_image.bmp,
2023-01-01T16:41:51	pn0022	0312	DNpn00220123230	NG	02,DNpn00220123230_inspection_image.bmp,Scratch,604,560,Scratch,351,339
2023-01-01T16:43:02	pn0022	0312	DNpn00220123231		
