datetime	serial	ng_mode	x	y	OKNG
2024-10-01 00:24:40	wafer_0001	none	6	18	OK
2024-10-01 00:24:50	wafer_0001	none	6	19	OK
2024-10-01 00:25:00	wafer_0001	none	6	20	OK
2024-10-01 00:25:10	wafer_0001	none	6	21	OK
2024-10-01 00:25:20	wafer_0001	none	6	22	OK
2024-10-01 00:25:30	wafer_0001	none	6	23	OK
2024-10-01 00:25:40	wafer_0001	none	6	24	NG
2024-10-01 00:25:50	wafer_0001	none	6	25	""
2024-10-01 00:26:00	wafer_0001	none	6	26	""
2024-10-01 00:26:10	wafer_0001	none	7	1	""
2024-10-01 00:26:20	wafer_0001	none	7	2	""
2024-10-01 00:26:30	wafer_0001	none	7	3	OK
2024-10-01 00:26:40	wafer_0001	none	7	4	NG
2024-10-01 00:26:50	wafer_0001	none	7	5	NG
2024-10-01 00:27:00	wafer_0001	none	7	6	OK
2024-10-01 00:27:10	wafer_0001	none	7	7	OK
2024-10-01 00:27:20	wafer_0001	none	7	8	OK
2024-10-01 00:27:30	wafer_0001	none	7	9	OK
2024-10-01 00:27:40	wafer_0001	none	7	10	OK
2024-10-01 00:27:50	wafer_0001	none	7	11	OK
2024-10-01 00:28:00	wafer_0001	none	7	12	OK
2024-10-01 00:28:10	wafer_0001	none	7	13	OK
2024-10-01 00:28:20	wafer_0001	none	7	14	OK
2024-10-01 00:28:30	wafer_0001	none	7	15	OK
2024-10-01 00:28:40	wafer_0001	none	7	16	NG
2024-10-01 00:28:50	wafer_0001	none	7	17	OK
2024-10-01 00:29:00	wafer_0001	none	7	18	OK
2024-10-01 00:29:10	wafer_0001	none	7	19	OK
2024-10-01 00:29:20	wafer_0001	none	7	20	OK
2024-10-01 00:29:30	wafer_0001	none	7	21	OK
2024-10-01 00:29:40	wafer_0001	none	7	22	OK
2024-10-01 00:29:50	wafer_0001	none	7	23	OK
2024-10-01 00:30:00	wafer_0001	none	7	24	OK
2024-10-01 00:30:10	wafer_0001	none	7	25	""
2024-10-01 00:30:20	wafer_0001	none	7	26	""
2024-10-01 00:30:30	wafer_0001	none	8	1	""
2024-10-01 00:30:40	wafer_0001	none	8	2	OK
2024-10-01 00:30:50	wafer_0001	none	8	3	OK
2024-10-01 00:31:00	wafer_0001	none	8	4	OK
2024-10-01 00:31:10	wafer_0001	none	8	5	NG
2024-10-01 00:31:20	wafer_0001	none	8	6	OK
2024-10-01 00:31:30	wafer_0001	none	8	7	OK
2024-10-01 00:31:40	wafer_0001	none	8	8	OK
2024-10-01 00:31:50	wafer_0001	none	8	9	OK
2024-10-01 00:32:00	wafer_0001	none	8	10	OK
2024-10-01 00:32:10	wafer_0001	none	8	11	OK
2024-10-01 00:32:20	wafer_0001	none	8	12	OK
2024-10-01 00:32:30	wafer_0001	none	8	13	OK
2024-10-01 00:32:40	wafer_0001	none	8	14	OK
2024-10-01 00:32:50	wafer_0001	none	8	15	OK
2024-10-01 00:33:00	wafer_0001	none	8	16	OK
2024-10-01 00:33:10	wafer_0001	none	8	17	OK
2024-10-01 00:33:20	wafer_0001	none	8	18	OK
2024-10-01 00:33:30	wafer_0001	none	8	19	OK
2024-10-01 00:33:40	wafer_0001	none	8	20	NG
2024-10-01 00:33:50	wafer_0001	none	8	21	OK
2024-10-01 00:34:00	wafer_0001	none	8	22	NG
2024-10-01 00:34:10	wafer_0001	none	8	23	OK
2024-10-01 00:34:20	wafer_0001	none	8	24	OK
2024-10-01 00:34:30	wafer_0001	none	8	25	OK
2024-10-01 00:34:40	wafer_0001	none	8	26	""
2024-10-01 00:34:50	wafer_0001	none	9	1	""
2024-10-01 00:35:00	wafer_0001	none	9	2	OK
2024-10-01 00:35:10	wafer_0001	none	9	3	OK
2024-10-01 00:35:20	wafer_0001	none	9	4	OK
2024-10-01 00:35:30	wafer_0001	none	9	5	NG
2024-10-01 00:35:40	wafer_0001	none	9	6	NG
2024-10-01 00:35:50	wafer_0001	none	9	7	OK
2024-10-01 00:36:00	wafer_0001	none	9	8	OK
2024-10-01 00:36:10	wafer_0001	none	9	9	OK
2024-10-01 00:36:20	wafer_0001	none	9	10	OK
2024-10-01 00:36:30	wafer_0001	none	9	11	OK
2024-10-01 00:36:40	wafer_0001	none	9	12	OK
2024-10-01 00:36:50	wafer_0001	none	9	13	OK
2024-10-01 00:37:00	wafer_0001	none	9	14	OK
2024-10-01 00:37:10	wafer_0001	none	9	15	OK
2024-10-01 00:37:20	wafer_0001	none	9	16	NG
2024-10-01 00:37:30	wafer_0001	none	9	17	NG
2024-10-01 00:37:40	wafer_0001	none	9	18	OK
2024-10-01 00:37:50	wafer_0001	none	9	19	OK
2024-10-01 00:38:00	wafer_0001	none	9	20	OK
2024-10-01 00:38:10	wafer_0001	none	9	21	OK
2024-10-01 00:38:20	wafer_0001	none	9	22	OK
2024-10-01 00:38:30	wafer_0001	none	9	23	OK
2024-10-01 00:38:40	wafer_0001	none	9	24	OK
2024-10-01 00:38:50	wafer_0001	none	9	25	NG
2024-10-01 00:39:00	wafer_0001	none	9	26	""
2024-10-01 00:39:10	wafer_0001	none	10	1	OK
2024-10-01 00:39:20	wafer_0001	none	10	2	OK
2024-10-01 00:39:30	wafer_0001	none	10	3	OK
2024-10-01 00:39:40	wafer_0001	none	10	4	OK
2024-10-01 00:39:50	wafer_0001	none	10	5	OK
2024-10-01 00:40:00	wafer_0001	none	10	6	NG
2024-10-01 00:40:10	wafer_0001	none	10	7	OK
2024-10-01 00:40:20	wafer_0001	none	10	8	OK
2024-10-01 00:40:30	wafer_0001	none	10	9	OK
2024-10-01 00:40:40	wafer_0001	none	10	10	NG
2024-10-01 00:40:50	wafer_0001	none	10	11	OK
2024-10-01 00:41:00	wafer_0001	none	10	12	OK
2024-10-01 00:41:10	wafer_0001	none	10	13	OK
2024-10-01 00:41:20	wafer_0001	none	10	14	OK
2024-10-01 00:41:30	wafer_0001	none	10	15	OK
2024-10-01 00:41:40	wafer_0001	none	10	16	OK
2024-10-01 00:41:50	wafer_0001	none	10	17	OK
2024-10-01 00:42:00	wafer_0001	none	10	18	OK
2024-10-01 00:42:10	wafer_0001	none	10	19	OK
2024-10-01 00:42:20	wafer_0001	none	10	20	OK
2024-10-01 00:42:30	wafer_0001	none	10	21	OK
2024-10-01 00:42:40	wafer_0001	none	10	22	OK
2024-10-01 00:42:50	wafer_0001	none	10	23	OK
2024-10-01 00:43:00	wafer_0001	none	10	24	NG
2024-10-01 00:43:10	wafer_0001	none	10	25	NG
2024-10-01 00:43:20	wafer_0001	none	10	26	OK
2024-10-01 00:43:30	wafer_0001	none	11	1	OK
2024-10-01 00:43:40	wafer_0001	none	11	2	NG
2024-10-01 00:43:50	wafer_0001	none	11	3	OK
2024-10-01 00:44:00	wafer_0001	none	11	4	OK
2024-10-01 00:44:10	wafer_0001	none	11	5	OK
2024-10-01 00:44:20	wafer_0001	none	11	6	OK
2024-10-01 00:44:30	wafer_0001	none	11	7	OK
2024-10-01 00:44:40	wafer_0001	none	11	8	OK
2024-10-01 00:44:50	wafer_0001	none	11	9	OK
2024-10-01 00:45:00	wafer_0001	none	11	10	OK
2024-10-01 00:45:10	wafer_0001	none	11	11	OK
2024-10-01 00:45:20	wafer_0001	none	11	12	OK
2024-10-01 00:45:30	wafer_0001	none	11	13	OK
2024-10-01 00:45:40	wafer_0001	none	11	14	NG
2024-10-01 00:45:50	wafer_0001	none	11	15	OK
2024-10-01 00:46:00	wafer_0001	none	11	16	OK
2024-10-01 00:46:10	wafer_0001	none	11	17	OK
2024-10-01 00:46:20	wafer_0001	none	11	18	OK
2024-10-01 00:46:30	wafer_0001	none	11	19	OK
2024-10-01 00:46:40	wafer_0001	none	11	20	OK
2024-10-01 00:46:50	wafer_0001	none	11	21	OK
2024-10-01 00:47:00	wafer_0001	none	11	22	OK
2024-10-01 00:47:10	wafer_0001	none	11	23	OK
2024-10-01 00:47:20	wafer_0001	none	11	24	OK
2024-10-01 00:47:30	wafer_0001	none	11	25	OK
2024-10-01 00:47:40	wafer_0001	none	11	26	OK
2024-10-01 00:47:50	wafer_0001	none	12	1	OK
2024-10-01 00:48:00	wafer_0001	none	12	2	OK
2024-10-01 00:48:10	wafer_0001	none	12	3	OK
2024-10-01 00:48:20	wafer_0001	none	12	4	OK
2024-10-01 00:48:30	wafer_0001	none	12	5	OK
2024-10-01 00:48:40	wafer_0001	none	12	6	OK
2024-10-01 00:48:50	wafer_0001	none	12	7	OK
2024-10-01 00:49:00	wafer_0001	none	12	8	OK
2024-10-01 00:49:10	wafer_0001	none	12	9	OK
2024-10-01 00:49:20	wafer_0001	none	12	10	OK
2024-10-01 00:49:30	wafer_0001	none	12	11	OK
2024-10-01 00:49:40	wafer_0001	none	12	12	OK
2024-10-01 00:49:50	wafer_0001	none	12	13	OK
2024-10-01 00:50:00	wafer_0001	none	12	14	OK
2024-10-01 00:50:10	wafer_0001	none	12	15	OK
2024-10-01 00:50:20	wafer_0001	none	12	16	OK
2024-10-01 00:50:30	wafer_0001	none	12	17	NG
2024-10-01 00:50:40	wafer_0001	none	12	18	OK
2024-10-01 00:50:50	wafer_0001	none	12	19	OK
2024-10-01 00:51:00	wafer_0001	none	12	20	OK
2024-10-01 00:51:10	wafer_0001	none	12	21	OK
2024-10-01 00:51:20	wafer_0001	none	12	22	OK
2024-10-01 00:51:30	wafer_0001	none	12	23	OK
2024-10-01 00:51:40	wafer_0001	none	12	24	OK
2024-10-01 00:51:50	wafer_0001	none	12	25	OK
2024-10-01 00:52:00	wafer_0001	none	12	26	OK
2024-10-01 00:52:10	wafer_0001	none	13	1	OK
2024-10-01 00:52:20	wafer_0001	none	13	2	OK
2024-10-01 00:52:30	wafer_0001	none	13	3	OK
2024-10-01 00:52:40	wafer_0001	none	13	4	OK
2024-10-01 00:52:50	wafer_0001	none	13	5	OK
2024-10-01 00:53:00	wafer_0001	none	13	6	OK
2024-10-01 00:53:10	wafer_0001	none	13	7	OK
2024-10-01 00:53:20	wafer_0001	none	13	8	NG
2024-10-01 00:53:30	wafer_0001	none	13	9	OK
2024-10-01 00:53:40	wafer_0001	none	13	10	OK
2024-10-01 00:53:50	wafer_0001	none	13	11	OK
2024-10-01 00:54:00	wafer_0001	none	13	12	OK
2024-10-01 00:54:10	wafer_0001	none	13	13	OK
2024-10-01 00:54:20	wafer_0001	none	13	14	NG
2024-10-01 00:54:30	wafer_0001	none	13	15	OK
2024-10-01 00:54:40	wafer_0001	none	13	16	OK
2024-10-01 00:54:50	wafer_0001	none	13	17	OK
2024-10-01 00:55:00	wafer_0001	none	13	18	OK
2024-10-01 00:55:10	wafer_0001	none	13	19	OK
2024-10-01 00:55:20	wafer_0001	none	13	20	OK
2024-10-01 00:55:30	wafer_0001	none	13	21	OK
2024-10-01 00:55:40	wafer_0001	none	13	22	OK
2024-10-01 00:55:50	wafer_0001	none	13	23	OK
2024-10-01 00:56:00	wafer_0001	none	13	24	OK
2024-10-01 00:56:10	wafer_0001	none	13	25	OK
2024-10-01 00:56:20	wafer_0001	none	13	26	OK
2024-10-01 00:56:30	wafer_0001	none	14	1	OK
2024-10-01 00:56:40	wafer_0001	none	14	2	OK
2024-10-01 00:56:50	wafer_0001	none	14	3	NG
2024-10-01 00:57:00	wafer_0001	none	14	4	OK
2024-10-01 00:57:10	wafer_0001	none	14	5	OK
2024-10-01 00:57:20	wafer_0001	none	14	6	OK
2024-10-01 00:57:30	wafer_0001	none	14	7	OK
2024-10-01 00:57:40	wafer_0001	none	14	8	OK
2024-10-01 00:57:50	wafer_0001	none	14	9	OK
2024-10-01 00:58:00	wafer_0001	none	14	10	OK
2024-10-01 00:58:10	wafer_0001	none	14	11	OK
2024-10-01 00:58:20	wafer_0001	none	14	12	OK
2024-10-01 00:58:30	wafer_0001	none	14	13	OK
2024-10-01 00:58:40	wafer_0001	none	14	14	NG
2024-10-01 00:58:50	wafer_0001	none	14	15	OK
2024-10-01 00:59:00	wafer_0001	none	14	16	OK
2024-10-01 00:59:10	wafer_0001	none	14	17	OK
2024-10-01 00:59:20	wafer_0001	none	14	18	OK
2024-10-01 00:59:30	wafer_0001	none	14	19	OK
2024-10-01 00:59:40	wafer_0001	none	14	20	OK
2024-10-01 00:59:50	wafer_0001	none	14	21	NG
2024-10-01 01:00:00	wafer_0001	none	14	22	OK
2024-10-01 01:00:10	wafer_0001	none	14	23	OK
2024-10-01 01:00:20	wafer_0001	none	14	24	OK
2024-10-01 01:00:30	wafer_0001	none	14	25	OK
2024-10-01 01:00:40	wafer_0001	none	14	26	OK
2024-10-01 01:00:50	wafer_0001	none	15	1	NG
2024-10-01 01:01:00	wafer_0001	none	15	2	NG
2024-10-01 01:01:10	wafer_0001	none	15	3	OK
2024-10-01 01:01:20	wafer_0001	none	15	4	OK
2024-10-01 01:01:30	wafer_0001	none	15	5	NG
2024-10-01 01:01:40	wafer_0001	none	15	6	OK
2024-10-01 01:01:50	wafer_0001	none	15	7	OK
2024-10-01 01:02:00	wafer_0001	none	15	8	OK
2024-10-01 01:02:10	wafer_0001	none	15	9	OK
2024-10-01 01:02:20	wafer_0001	none	15	10	OK
2024-10-01 01:02:30	wafer_0001	none	15	11	OK
2024-10-01 01:02:40	wafer_0001	none	15	12	OK
2024-10-01 01:02:50	wafer_0001	none	15	13	OK
2024-10-01 01:03:00	wafer_0001	none	15	14	OK
2024-10-01 01:03:10	wafer_0001	none	15	15	OK
2024-10-01 01:03:20	wafer_0001	none	15	16	OK
2024-10-01 01:03:30	wafer_0001	none	15	17	OK
2024-10-01 01:03:40	wafer_0001	none	15	18	OK
2024-10-01 01:03:50	wafer_0001	none	15	19	OK
2024-10-01 01:04:00	wafer_0001	none	15	20	OK
2024-10-01 01:04:10	wafer_0001	none	15	21	OK
2024-10-01 01:04:20	wafer_0001	none	15	22	OK
2024-10-01 01:04:30	wafer_0001	none	15	23	OK
2024-10-01 01:04:40	wafer_0001	none	15	24	OK
2024-10-01 01:04:50	wafer_0001	none	15	25	OK
2024-10-01 01:05:00	wafer_0001	none	15	26	OK
2024-10-01 01:05:10	wafer_0001	none	16	1	OK
2024-10-01 01:05:20	wafer_0001	none	16	2	OK
2024-10-01 01:05:30	wafer_0001	none	16	3	OK
2024-10-01 01:05:40	wafer_0001	none	16	4	OK
2024-10-01 01:05:50	wafer_0001	none	16	5	OK
2024-10-01 01:06:00	wafer_0001	none	16	6	OK
2024-10-01 01:06:10	wafer_0001	none	16	7	OK
2024-10-01 01:06:20	wafer_0001	none	16	8	OK
2024-10-01 01:06:30	wafer_0001	none	16	9	OK
2024-10-01 01:06:40	wafer_0001	none	16	10	OK
2024-10-01 01:06:50	wafer_0001	none	16	11	OK
2024-10-01 01:07:00	wafer_0001	none	16	12	OK
2024-10-01 01:07:10	wafer_0001	none	16	13	OK
2024-10-01 01:07:20	wafer_0001	none	16	14	OK
2024-10-01 01:07:30	wafer_0001	none	16	15	NG
2024-10-01 01:07:40	wafer_0001	none	16	16	NG
2024-10-01 01:07:50	wafer_0001	none	16	17	OK
2024-10-01 01:08:00	wafer_0001	none	16	18	OK
2024-10-01 01:08:10	wafer_0001	none	16	19	OK
2024-10-01 01:08:20	wafer_0001	none	16	20	OK
2024-10-01 01:08:30	wafer_0001	none	16	21	OK
2024-10-01 01:08:40	wafer_0001	none	16	22	OK
2024-10-01 01:08:50	wafer_0001	none	16	23	OK
2024-10-01 01:09:00	wafer_0001	none	16	24	OK
2024-10-01 01:09:10	wafer_0001	none	16	25	OK
2024-10-01 01:09:20	wafer_0001	none	16	26	OK
2024-10-01 01:09:30	wafer_0001	none	17	1	NG
2024-10-01 01:09:40	wafer_0001	none	17	2	OK
2024-10-01 01:09:50	wafer_0001	none	17	3	OK
2024-10-01 01:10:00	wafer_0001	none	17	4	OK
2024-10-01 01:10:10	wafer_0001	none	17	5	OK
2024-10-01 01:10:20	wafer_0001	none	17	6	OK
2024-10-01 01:10:30	wafer_0001	none	17	7	OK
2024-10-01 01:10:40	wafer_0001	none	17	8	OK
2024-10-01 01:10:50	wafer_0001	none	17	9	OK
2024-10-01 01:11:00	wafer_0001	none	17	10	OK
2024-10-01 01:11:10	wafer_0001	none	17	11	OK
2024-10-01 01:11:20	wafer_0001	none	17	12	NG
2024-10-01 01:11:30	wafer_0001	none	17	13	OK
2024-10-01 01:11:40	wafer_0001	none	17	14	NG
2024-10-01 01:11:50	wafer_0001	none	17	15	NG
2024-10-01 01:12:00	wafer_0001	none	17	16	OK
2024-10-01 01:12:10	wafer_0001	none	17	17	OK
2024-10-01 01:12:20	wafer_0001	none	17	18	OK
2024-10-01 01:12:30	wafer_0001	none	17	19	OK
2024-10-01 01:12:40	wafer_0001	none	17	20	NG
2024-10-01 01:12:50	wafer_0001	none	17	21	OK
2024-10-01 01:13:00	wafer_0001	none	17	22	NG
2024-10-01 01:13:10	wafer_0001	none	17	23	NG
2024-10-01 01:13:20	wafer_0001	none	17	24	OK
2024-10-01 01:13:30	wafer_0001	none	17	25	OK
2024-10-01 01:13:40	wafer_0001	none	17	26	NG
2024-10-01 01:13:50	wafer_0001	none	18	1	""
2024-10-01 01:14:00	wafer_0001	none	18	2	OK
2024-10-01 01:14:10	wafer_0001	none	18	3	OK
2024-10-01 01:14:20	wafer_0001	none	18	4	OK
2024-10-01 01:14:30	wafer_0001	none	18	5	OK
2024-10-01 01:14:40	wafer_0001	none	18	6	OK
2024-10-01 01:14:50	wafer_0001	none	18	7	OK
2024-10-01 01:15:00	wafer_0001	none	18	8	OK
2024-10-01 01:15:10	wafer_0001	none	18	9	OK
2024-10-01 01:15:20	wafer_0001	none	18	10	OK
2024-10-01 01:15:30	wafer_0001	none	18	11	OK
2024-10-01 01:15:40	wafer_0001	none	18	12	OK
2024-10-01 01:15:50	wafer_0001	none	18	13	OK
2024-10-01 01:16:00	wafer_0001	none	18	14	OK
2024-10-01 01:16:10	wafer_0001	none	18	15	OK
2024-10-01 01:16:20	wafer_0001	none	18	16	OK
2024-10-01 01:16:30	wafer_0001	none	18	17	OK
2024-10-01 01:16:40	wafer_0001	none	18	18	OK
2024-10-01 01:16:50	wafer_0001	none	18	19	OK
2024-10-01 01:17:00	wafer_0001	none	18	20	OK
2024-10-01 01:17:10	wafer_0001	none	18	21	OK
2024-10-01 01:17:20	wafer_0001	none	18	22	OK
2024-10-01 01:17:30	wafer_0001	none	18	23	OK
2024-10-01 01:17:40	wafer_0001	none	18	24	OK
2024-10-01 01:17:50	wafer_0001	none	18	25	OK
2024-10-01 01:18:00	wafer_0001	none	18	26	""
2024-10-01 01:18:10	wafer_0001	none	19	1	""
2024-10-01 01:18:20	wafer_0001	none	19	2	NG
2024-10-01 01:18:30	wafer_0001	none	19	3	OK
2024-10-01 01:18:40	wafer_0001	none	19	4	OK
2024-10-01 01:18:50	wafer_0001	none	19	5	OK
2024-10-01 01:19:00	wafer_0001	none	19	6	NG
2024-10-01 01:19:10	wafer_0001	none	19	7	OK
2024-10-01 01:19:20	wafer_0001	none	19	8	OK
2024-10-01 01:19:30	wafer_0001	none	19	9	NG
2024-10-01 01:19:40	wafer_0001	none	19	10	OK
2024-10-01 01:19:50	wafer_0001	none	19	11	OK
2024-10-01 01:20:00	wafer_0001	none	19	12	OK
2024-10-01 01:20:10	wafer_0001	none	19	13	OK
2024-10-01 01:20:20	wafer_0001	none	19	14	OK
2024-10-01 01:20:30	wafer_0001	none	19	15	OK
